heder	Length	GC_amont	CG_precent
>lcl|NC_000913.3_cds_NP_414913.1_373 	309	162	52.43 %
>lcl|NC_000913.3_cds_NP_414914.2_374 	213	104	48.83 %
>lcl|NC_000913.3_cds_NP_414915.1_375 	1095	559	51.05 %
>lcl|NC_000913.3_cds_NP_414916.1_376 	261	121	46.36 %
>lcl|NC_000913.3_cds_NP_414917.2_377 	1416	756	53.39 %
>lcl|NC_000913.3_cds_NP_414918.4_378 	321	153	47.66 %
>lcl|NC_000913.3_cds_NP_414919.1_379 	1116	599	53.67 %
>lcl|NC_000913.3_cds_NP_414920.1_380 	810	442	54.57 %
>lcl|NC_000913.3_cds_NP_414921.2_381 	459	259	56.43 %
>lcl|NC_000913.3_cds_NP_414922.1_382 	525	274	52.19 %
>lcl|NC_000913.3_cds_NP_414923.1_383 	192	93	48.44 %
>lcl|NC_000913.3_cds_NP_414924.1_384 	678	315	46.46 %
>lcl|NC_000913.3_cds_NP_414925.1_385 	285	148	51.93 %
>lcl|NC_000913.3_cds_YP_009518750.1_386 	84	35	41.67 %
>lcl|NC_000913.3_cds_NP_414927.1_387 	912	470	51.54 %
>lcl|NC_000913.3_cds_NP_414928.2_388 	909	506	55.67 %
>lcl|NC_000913.3_cds_NP_414930.3_389 	1185	601	50.72 %
>lcl|NC_000913.3_cds_NP_414931.1_390 	3147	1693	53.80 %
>lcl|NC_000913.3_cds_NP_414932.1_391 	1203	641	53.28 %
>lcl|NC_000913.3_cds_NP_414933.1_392 	690	376	54.49 %
>lcl|NC_000913.3_cds_NP_414934.1_393 	1296	687	53.01 %
>lcl|NC_000913.3_cds_NP_414935.1_394 	1320	734	55.61 %
>lcl|NC_000913.3_cds_NP_414936.1_395 	1374	727	52.91 %
>lcl|NC_000913.3_cds_NP_414937.2_396 	1815	991	54.60 %
>lcl|NC_000913.3_cds_NP_414938.1_397 	582	309	53.09 %
>lcl|NC_000913.3_cds_NP_414939.1_398 	1071	580	54.15 %
>lcl|NC_000913.3_cds_NP_414940.1_399 	1128	579	51.33 %
>lcl|NC_000913.3_cds_NP_414941.1_400 	333	165	49.55 %
>lcl|NC_000913.3_cds_NP_414942.1_401 	1848	983	53.19 %
>lcl|NC_000913.3_cds_NP_414943.1_402 	972	502	51.65 %
>lcl|NC_000913.3_cds_NP_414944.1_403 	348	164	47.13 %
>lcl|NC_000913.3_cds_NP_414945.1_404 	885	447	50.51 %
>lcl|NC_000913.3_cds_NP_414946.4_405 	540	257	47.59 %
>lcl|NC_000913.3_cds_NP_414947.1_406 	450	231	51.33 %
>lcl|NC_000913.3_cds_NP_414948.1_407 	1104	611	55.34 %
>lcl|NC_000913.3_cds_NP_414949.1_408 	471	246	52.23 %
>lcl|NC_000913.3_cds_NP_414950.1_409 	420	226	53.81 %
>lcl|NC_000913.3_cds_NP_414951.1_410 	978	532	54.40 %
>lcl|NC_000913.3_cds_NP_414952.1_411 	519	276	53.18 %
>lcl|NC_000913.3_cds_NP_414953.2_412 	975	517	53.03 %
>lcl|NC_000913.3_cds_NP_414954.1_413 	1863	1011	54.27 %
>lcl|NC_000913.3_cds_NP_414955.1_414 	900	488	54.22 %
>lcl|NC_000913.3_cds_NP_414956.1_415 	243	134	55.14 %
>lcl|NC_000913.3_cds_NP_414957.1_416 	1449	756	52.17 %
>lcl|NC_000913.3_cds_NP_414958.4_417 	591	334	56.51 %
>lcl|NC_000913.3_cds_NP_414959.1_418 	912	473	51.86 %
>lcl|NC_000913.3_cds_NP_414960.2_419 	492	246	50.00 %
>lcl|NC_000913.3_cds_NP_414961.4_420 	1365	718	52.60 %
>lcl|NC_000913.3_cds_NP_414962.1_421 	891	479	53.76 %
>lcl|NC_000913.3_cds_NP_414963.1_422 	330	164	49.70 %
>lcl|NC_000913.3_cds_NP_414964.1_423 	615	329	53.50 %
>lcl|NC_000913.3_cds_NP_414965.1_424 	1992	1055	52.96 %
>lcl|NC_000913.3_cds_NP_414966.1_425 	948	483	50.95 %
>lcl|NC_000913.3_cds_NP_414967.1_426 	1476	792	53.66 %
>lcl|NC_000913.3_cds_NP_414968.4_427 	579	297	51.30 %
>lcl|NC_000913.3_cds_NP_414969.4_428 	318	154	48.43 %
>lcl|NC_000913.3_cds_NP_414970.1_429 	1299	665	51.19 %
>lcl|NC_000913.3_cds_NP_414971.1_430 	624	319	51.12 %
>lcl|NC_000913.3_cds_NP_414972.1_431 	1275	657	51.53 %
>lcl|NC_000913.3_cds_NP_414973.1_432 	2355	1232	52.31 %
>lcl|NC_000913.3_cds_NP_414974.1_433 	273	134	49.08 %
>lcl|NC_000913.3_cds_NP_414975.1_434 	1872	980	52.35 %
>lcl|NC_000913.3_cds_NP_414976.1_435 	372	204	54.84 %
>lcl|NC_000913.3_cds_NP_414977.1_436 	399	184	46.12 %
>lcl|NC_000913.3_cds_NP_414978.1_437 	696	360	51.72 %
>lcl|NC_000913.3_cds_NP_414979.1_438 	1701	901	52.97 %
>lcl|NC_000913.3_cds_NP_414980.2_439 	819	421	51.40 %
>lcl|NC_000913.3_cds_NP_414981.4_440 	459	238	51.85 %
>lcl|NC_000913.3_cds_NP_414982.1_441 	1773	958	54.03 %
>lcl|NC_000913.3_cds_NP_414983.1_442 	1782	1003	56.29 %
>lcl|NC_000913.3_cds_NP_414984.1_443 	339	172	50.74 %
>lcl|NC_000913.3_cds_NP_414985.1_444 	1287	723	56.18 %
>lcl|NC_000913.3_cds_NP_414986.1_445 	861	452	52.50 %
>lcl|NC_000913.3_cds_NP_414987.3_446 	573	309	53.93 %
>lcl|NC_000913.3_cds_NP_414988.1_447 	390	211	54.10 %
>lcl|NC_000913.3_cds_NP_414989.1_448 	354	175	49.44 %
>lcl|NC_000913.3_cds_NP_414990.2_449 	1551	745	48.03 %
>lcl|NC_000913.3_cds_NP_414991.4_450 	471	222	47.13 %
>lcl|NC_000913.3_cds_NP_414992.1_451 	552	267	48.37 %
>lcl|NC_000913.3_cds_NP_414993.1_452 	219	89	40.64 %
>lcl|NC_000913.3_cds_NP_414994.1_453 	375	152	40.53 %
>lcl|NC_000913.3_cds_NP_414995.1_454 	3150	1700	53.97 %
>lcl|NC_000913.3_cds_NP_414996.1_455 	1194	643	53.85 %
>lcl|NC_000913.3_cds_NP_414997.1_456 	648	294	45.37 %
>lcl|NC_000913.3_cds_NP_414998.1_457 	3363	1745	51.89 %
>lcl|NC_000913.3_cds_NP_414999.1_458 	162	78	48.15 %
>lcl|NC_000913.3_cds_NP_415000.1_459 	528	311	58.90 %
>lcl|NC_000913.3_cds_NP_415001.1_460 	378	197	52.12 %
>lcl|NC_000913.3_cds_NP_415002.1_461 	552	300	54.35 %
>lcl|NC_000913.3_cds_NP_415003.1_462 	1932	1114	57.66 %
>lcl|NC_000913.3_cds_YP_009518751.1_463 	1296	756	58.33 %
>lcl|NC_000913.3_cds_NP_415004.1_464 	330	174	52.73 %
>lcl|NC_000913.3_cds_NP_415005.1_465 	606	350	57.76 %
>lcl|NC_000913.3_cds_NP_415006.1_466 	1875	991	52.85 %
>lcl|NC_000913.3_cds_NP_415007.1_467 	645	334	51.78 %
>lcl|NC_000913.3_cds_NP_415008.1_468 	963	519	53.89 %
>lcl|NC_000913.3_cds_NP_415009.1_469 	960	500	52.08 %
>lcl|NC_000913.3_cds_NP_415010.1_470 	1305	677	51.88 %
>lcl|NC_000913.3_cds_NP_415011.1_471 	1677	930	55.46 %
>lcl|NC_000913.3_cds_NP_415012.1_472 	1221	640	52.42 %
>lcl|NC_000913.3_cds_NP_415013.1_473 	1653	841	50.88 %
>lcl|NC_000913.3_cds_NP_415014.1_474 	480	244	50.83 %
>lcl|NC_000913.3_cds_NP_415015.1_475 	795	430	54.09 %
>lcl|NC_000913.3_cds_NP_415016.4_476 	342	153	44.74 %
>lcl|NC_000913.3_cds_NP_415017.1_477 	2505	1460	58.28 %
>lcl|NC_000913.3_cds_YP_009518752.1_478 	213	112	52.58 %
>lcl|NC_000913.3_cds_NP_415018.1_479 	933	496	53.16 %
>lcl|NC_000913.3_cds_NP_415019.1_480 	1293	689	53.29 %
>lcl|NC_000913.3_cds_NP_415020.1_481 	408	239	58.58 %
>lcl|NC_000913.3_cds_NP_415021.2_482 	459	263	57.30 %
>lcl|NC_000913.3_cds_NP_415022.1_483 	918	485	52.83 %
>lcl|NC_000913.3_cds_NP_415023.1_484 	678	308	45.43 %
>lcl|NC_000913.3_cds_NP_415024.4_485 	780	360	46.15 %
>lcl|NC_000913.3_cds_NP_415025.4_486 	855	478	55.91 %
>lcl|NC_000913.3_cds_NP_415026.1_487 	810	440	54.32 %
>lcl|NC_000913.3_cds_NP_415027.1_488 	627	331	52.79 %
>lcl|NC_000913.3_cds_NP_415028.1_489 	687	389	56.62 %
>lcl|NC_000913.3_cds_NP_415029.1_490 	2415	1391	57.60 %
>lcl|NC_000913.3_cds_NP_415030.1_491 	4281	2574	60.13 %
>lcl|NC_000913.3_cds_NP_415031.1_492 	369	113	30.62 %
>lcl|NC_000913.3_cds_YP_009518753.1_493 	372	187	50.27 %
>lcl|NC_000913.3_cds_NP_415036.1_494 	1095	609	55.62 %
>lcl|NC_000913.3_cds_NP_415037.1_495 	927	486	52.43 %
>lcl|NC_000913.3_cds_NP_415038.1_496 	483	247	51.14 %
>lcl|NC_000913.3_cds_NP_415039.1_497 	816	429	52.57 %
>lcl|NC_000913.3_cds_NP_415040.1_498 	1782	943	52.92 %
>lcl|NC_000913.3_cds_NP_415041.1_499 	777	347	44.66 %
>lcl|NC_000913.3_cds_NP_415042.1_500 	879	446	50.74 %
>lcl|NC_000913.3_cds_NP_415044.4_501 	1455	684	47.01 %
>lcl|NC_000913.3_cds_NP_415045.1_502 	1362	703	51.62 %
>lcl|NC_000913.3_cds_NP_415046.4_503 	1302	667	51.23 %
>lcl|NC_000913.3_cds_NP_415047.1_504 	1146	637	55.58 %
>lcl|NC_000913.3_cds_NP_415048.1_505 	786	363	46.18 %
>lcl|NC_000913.3_cds_NP_415049.1_506 	1236	635	51.38 %
>lcl|NC_000913.3_cds_NP_415050.1_507 	1050	550	52.38 %
>lcl|NC_000913.3_cds_NP_415051.1_508 	1668	927	55.58 %
>lcl|NC_000913.3_cds_YP_009029994.1_509 	1260	721	57.22 %
>lcl|NC_000913.3_cds_NP_415053.1_510 	816	464	56.86 %
>lcl|NC_000913.3_cds_NP_415054.1_511 	894	509	56.94 %
>lcl|NC_000913.3_cds_NP_415055.1_512 	1068	603	56.46 %
>lcl|NC_000913.3_cds_NP_415056.1_513 	510	301	59.02 %
>lcl|NC_000913.3_cds_NP_415057.1_514 	723	394	54.50 %
>lcl|NC_000913.3_cds_NP_415058.1_515 	495	237	47.88 %
>lcl|NC_000913.3_cds_NP_415059.1_516 	1386	755	54.47 %
>lcl|NC_000913.3_cds_NP_415060.1_517 	522	277	53.07 %
>lcl|NC_000913.3_cds_NP_415061.2_518 	213	117	54.93 %
>lcl|NC_000913.3_cds_NP_415062.1_519 	867	471	54.33 %
>lcl|NC_000913.3_cds_NP_415063.4_520 	543	242	44.57 %
>lcl|NC_000913.3_cds_NP_415064.1_521 	693	295	42.57 %
>lcl|NC_000913.3_cds_NP_415065.1_522 	2604	1245	47.81 %
>lcl|NC_000913.3_cds_NP_415066.2_523 	984	448	45.53 %
>lcl|NC_000913.3_cds_NP_415067.1_524 	516	258	50.00 %
>lcl|NC_000913.3_cds_NP_415068.1_525 	633	232	36.65 %
>lcl|NC_000913.3_cds_NP_415069.1_526 	1164	546	46.91 %
>lcl|NC_000913.3_cds_b0542_527 	306	153	50.00 %
>lcl|NC_000913.3_cds_NP_415072.2_528 	300	150	50.00 %
>lcl|NC_000913.3_cds_NP_415073.1_529 	867	478	55.13 %
>lcl|NC_000913.3_cds_NP_415075.1_530 	333	137	41.14 %
>lcl|NC_000913.3_cds_YP_009518754.1_531 	150	37	24.67 %
>lcl|NC_000913.3_cds_NP_415076.1_532 	1527	543	35.56 %
>lcl|NC_000913.3_cds_NP_415077.1_533 	552	234	42.39 %
>lcl|NC_000913.3_cds_NP_415078.1_534 	798	289	36.22 %
>lcl|NC_000913.3_cds_YP_001165308.1_535 	102	50	49.02 %
>lcl|NC_000913.3_cds_NP_415079.1_536 	456	230	50.44 %
>lcl|NC_000913.3_cds_NP_415080.1_537 	171	83	48.54 %
>lcl|NC_000913.3_cds_NP_415081.1_538 	291	155	53.26 %
>lcl|NC_000913.3_cds_NP_415082.1_539 	363	193	53.17 %
>lcl|NC_000913.3_cds_YP_588439.1_540 	141	67	47.52 %
>lcl|NC_000913.3_cds_NP_415083.1_541 	384	165	42.97 %
>lcl|NC_000913.3_cds_b0553_542 	1098	485	44.17 %
>lcl|NC_000913.3_cds_NP_415084.2_543 	981	540	55.05 %
>lcl|NC_000913.3_cds_NP_415086.1_544 	216	103	47.69 %
>lcl|NC_000913.3_cds_NP_415087.1_545 	498	237	47.59 %
>lcl|NC_000913.3_cds_NP_415088.1_546 	462	237	51.30 %
>lcl|NC_000913.3_cds_YP_588440.1_547 	183	104	56.83 %
>lcl|NC_000913.3_cds_NP_415089.1_548 	294	122	41.50 %
>lcl|NC_000913.3_cds_NP_415090.2_549 	411	130	31.63 %
>lcl|NC_000913.3_cds_NP_415091.1_550 	207	82	39.61 %
>lcl|NC_000913.3_cds_YP_001165309.1_551 	195	85	43.59 %
>lcl|NC_000913.3_cds_NP_415092.1_552 	546	287	52.56 %
>lcl|NC_000913.3_cds_YP_009518755.1_553 	564	276	48.94 %
>lcl|NC_000913.3_cds_YP_009518756.1_554 	186	92	49.46 %
>lcl|NC_000913.3_cds_NP_415096.1_555 	750	238	31.73 %
>lcl|NC_000913.3_cds_NP_415097.1_556 	954	414	43.40 %
>lcl|NC_000913.3_cds_NP_415098.1_557 	762	353	46.33 %
>lcl|NC_000913.3_cds_NP_415099.1_558 	891	466	52.30 %
>lcl|NC_000913.3_cds_NP_415100.1_559 	2973	1637	55.06 %
>lcl|NC_000913.3_cds_NP_415101.1_560 	2238	1175	52.50 %
>lcl|NC_000913.3_cds_NP_415102.1_561 	1443	751	52.04 %
>lcl|NC_000913.3_cds_NP_415103.1_562 	684	368	53.80 %
>lcl|NC_000913.3_cds_NP_415104.1_563 	1374	704	51.24 %
>lcl|NC_000913.3_cds_NP_415105.1_564 	333	151	45.35 %
>lcl|NC_000913.3_cds_NP_415106.1_565 	1224	682	55.72 %
>lcl|NC_000913.3_cds_NP_415107.1_566 	3144	1751	55.69 %
>lcl|NC_000913.3_cds_NP_415108.1_567 	1377	723	52.51 %
>lcl|NC_000913.3_cds_NP_415109.1_568 	1248	593	47.52 %
>lcl|NC_000913.3_cds_NP_415110.1_569 	654	337	51.53 %
>lcl|NC_000913.3_cds_NP_415111.1_570 	369	174	47.15 %
>lcl|NC_000913.3_cds_NP_415112.1_571 	249	126	50.60 %
>lcl|NC_000913.3_cds_NP_415113.1_572 	1119	581	51.92 %
>lcl|NC_000913.3_cds_YP_025295.1_573 	153	73	47.71 %
>lcl|NC_000913.3_cds_NP_415114.1_574 	1113	578	51.93 %
>lcl|NC_000913.3_cds_NP_415115.2_575 	621	295	47.50 %
>lcl|NC_000913.3_cds_NP_415116.1_576 	2241	1212	54.08 %
>lcl|NC_000913.3_cds_NP_415117.2_577 	1203	661	54.95 %
>lcl|NC_000913.3_cds_YP_588441.1_578 	219	122	55.71 %
>lcl|NC_000913.3_cds_NP_415118.1_579 	3882	2195	56.54 %
>lcl|NC_000913.3_cds_NP_415119.1_580 	1134	510	44.97 %
>lcl|NC_000913.3_cds_NP_415120.1_581 	816	440	53.92 %
>lcl|NC_000913.3_cds_NP_415121.1_582 	993	578	58.21 %
>lcl|NC_000913.3_cds_NP_415122.1_583 	1005	613	61.00 %
>lcl|NC_000913.3_cds_NP_415123.1_584 	1251	726	58.03 %
>lcl|NC_000913.3_cds_NP_415124.1_585 	957	527	55.07 %
>lcl|NC_000913.3_cds_NP_415125.1_586 	1176	664	56.46 %
>lcl|NC_000913.3_cds_NP_415126.1_587 	1611	903	56.05 %
>lcl|NC_000913.3_cds_NP_415127.1_588 	858	475	55.36 %
>lcl|NC_000913.3_cds_NP_415128.1_589 	747	433	57.97 %
>lcl|NC_000913.3_cds_NP_415129.1_590 	414	235	56.76 %
>lcl|NC_000913.3_cds_NP_415130.1_591 	2106	1205	57.22 %
>lcl|NC_000913.3_cds_YP_588442.1_592 	198	103	52.02 %
>lcl|NC_000913.3_cds_NP_415132.1_593 	1089	601	55.19 %
>lcl|NC_000913.3_cds_NP_415133.1_594 	1161	625	53.83 %
>lcl|NC_000913.3_cds_NP_415134.1_595 	630	295	46.83 %
>lcl|NC_000913.3_cds_NP_415135.1_596 	1221	581	47.58 %
>lcl|NC_000913.3_cds_NP_415136.1_597 	903	349	38.65 %
>lcl|NC_000913.3_cds_NP_415137.2_598 	747	350	46.85 %
>lcl|NC_000913.3_cds_NP_415138.1_599 	564	282	50.00 %
>lcl|NC_000913.3_cds_NP_415139.2_600 	1566	832	53.13 %
>lcl|NC_000913.3_cds_NP_415140.1_601 	429	214	49.88 %
>lcl|NC_000913.3_cds_NP_415141.1_602 	1239	621	50.12 %
>lcl|NC_000913.3_cds_YP_009518757.1_603 	90	40	44.44 %
>lcl|NC_000913.3_cds_NP_415143.1_604 	411	225	54.74 %
>lcl|NC_000913.3_cds_NP_415144.1_605 	807	413	51.18 %
>lcl|NC_000913.3_cds_NP_415145.1_606 	1464	741	50.61 %
>lcl|NC_000913.3_cds_NP_415146.1_607 	879	481	54.72 %
>lcl|NC_000913.3_cds_NP_415147.1_608 	552	322	58.33 %
>lcl|NC_000913.3_cds_NP_415148.1_609 	1533	864	56.36 %
>lcl|NC_000913.3_cds_NP_415149.4_610 	909	523	57.54 %
>lcl|NC_000913.3_cds_NP_415150.1_611 	297	166	55.89 %
>lcl|NC_000913.3_cds_NP_415151.4_612 	1059	539	50.90 %
>lcl|NC_000913.3_cds_NP_415152.1_613 	1659	831	50.09 %
>lcl|NC_000913.3_cds_NP_415153.1_614 	681	344	50.51 %
>lcl|NC_000913.3_cds_NP_415154.1_615 	1386	706	50.94 %
>lcl|NC_000913.3_cds_NP_415155.1_616 	561	263	46.88 %
>lcl|NC_000913.3_cds_NP_415156.1_617 	210	92	43.81 %
>lcl|NC_000913.3_cds_NP_415157.1_618 	384	186	48.44 %
>lcl|NC_000913.3_cds_NP_415160.1_619 	204	102	50.00 %
>lcl|NC_000913.3_cds_NP_415161.1_620 	966	516	53.42 %
>lcl|NC_000913.3_cds_NP_415162.4_621 	954	428	44.86 %
>lcl|NC_000913.3_cds_NP_415163.2_622 	642	306	47.66 %
>lcl|NC_000913.3_cds_NP_415164.1_623 	264	122	46.21 %
>lcl|NC_000913.3_cds_NP_415165.1_624 	1212	598	49.34 %
>lcl|NC_000913.3_cds_NP_415166.1_625 	1089	624	57.30 %
>lcl|NC_000913.3_cds_NP_415167.1_626 	1113	579	52.02 %
>lcl|NC_000913.3_cds_NP_415168.1_627 	1902	999	52.52 %
>lcl|NC_000913.3_cds_NP_415169.1_628 	468	273	58.33 %
>lcl|NC_000913.3_cds_NP_415170.4_629 	318	163	51.26 %
>lcl|NC_000913.3_cds_NP_415171.1_630 	612	313	51.14 %
>lcl|NC_000913.3_cds_NP_415172.1_631 	642	321	50.00 %
>lcl|NC_000913.3_cds_NP_415173.1_632 	1032	540	52.33 %
>lcl|NC_000913.3_cds_NP_415174.1_633 	582	304	52.23 %
>lcl|NC_000913.3_cds_NP_415175.1_634 	2583	1378	53.35 %
>lcl|NC_000913.3_cds_NP_415176.1_635 	483	254	52.59 %
>lcl|NC_000913.3_cds_NP_415177.4_636 	978	460	47.03 %
>lcl|NC_000913.3_cds_NP_415178.1_637 	708	324	45.76 %
>lcl|NC_000913.3_cds_NP_415179.1_638 	1428	678	47.48 %
>lcl|NC_000913.3_cds_NP_415180.1_639 	555	237	42.70 %
>lcl|NC_000913.3_cds_NP_415181.1_640 	708	337	47.60 %
>lcl|NC_000913.3_cds_NP_415182.1_641 	1452	693	47.73 %
>lcl|NC_000913.3_cds_NP_415183.1_642 	1671	836	50.03 %
>lcl|NC_000913.3_cds_NP_415184.1_643 	936	476	50.85 %
>lcl|NC_000913.3_cds_NP_415185.1_644 	726	380	52.34 %
>lcl|NC_000913.3_cds_NP_415186.1_645 	675	339	50.22 %
>lcl|NC_000913.3_cds_NP_415187.1_646 	741	389	52.50 %
>lcl|NC_000913.3_cds_NP_415188.1_647 	909	443	48.73 %
>lcl|NC_000913.3_cds_NP_415189.2_648 	981	540	55.05 %
>lcl|NC_000913.3_cds_NP_415190.1_649 	1539	857	55.69 %
>lcl|NC_000913.3_cds_NP_415191.1_650 	879	453	51.54 %
>lcl|NC_000913.3_cds_NP_415192.1_651 	468	242	51.71 %
>lcl|NC_000913.3_cds_NP_415193.2_652 	1041	566	54.37 %
>lcl|NC_000913.3_cds_NP_415194.1_653 	1425	772	54.18 %
>lcl|NC_000913.3_cds_NP_415195.1_654 	1176	672	57.14 %
>lcl|NC_000913.3_cds_NP_415200.1_655 	1665	868	52.13 %
>lcl|NC_000913.3_cds_NP_415201.1_656 	753	399	52.99 %
>lcl|NC_000913.3_cds_NP_415202.1_657 	1221	647	52.99 %
>lcl|NC_000913.3_cds_NP_415203.1_658 	1149	595	51.78 %
>lcl|NC_000913.3_cds_NP_415204.1_659 	801	391	48.81 %
>lcl|NC_000913.3_cds_NP_415205.1_660 	1947	1066	54.75 %
>lcl|NC_000913.3_cds_NP_415206.1_661 	1665	874	52.49 %
>lcl|NC_000913.3_cds_NP_415207.1_662 	1407	721	51.24 %
>lcl|NC_000913.3_cds_NP_415208.1_663 	327	157	48.01 %
>lcl|NC_000913.3_cds_NP_415209.1_664 	447	214	47.87 %
>lcl|NC_000913.3_cds_YP_001491546.1_665 	87	35	40.23 %
>lcl|NC_000913.3_cds_NP_415210.1_666 	531	260	48.96 %
>lcl|NC_000913.3_cds_NP_415211.2_667 	294	158	53.74 %
>lcl|NC_000913.3_cds_NP_415212.1_668 	765	389	50.85 %
>lcl|NC_000913.3_cds_NP_415213.1_669 	546	271	49.63 %
>lcl|NC_000913.3_cds_NP_415214.1_670 	1641	907	55.27 %
>lcl|NC_000913.3_cds_NP_415215.1_671 	495	225	45.45 %
>lcl|NC_000913.3_cds_NP_415219.1_672 	1320	668	50.61 %
>lcl|NC_000913.3_cds_NP_415220.1_673 	2199	1085	49.34 %
>lcl|NC_000913.3_cds_YP_010051176.1_674 	105	45	42.86 %
>lcl|NC_000913.3_cds_NP_415222.1_675 	678	384	56.64 %
>lcl|NC_000913.3_cds_NP_415223.1_676 	2685	1546	57.58 %
>lcl|NC_000913.3_cds_NP_415224.1_677 	573	307	53.58 %
>lcl|NC_000913.3_cds_NP_415225.1_678 	2049	1152	56.22 %
>lcl|NC_000913.3_cds_NP_415226.1_679 	1674	929	55.50 %
>lcl|NC_000913.3_cds_YP_588443.1_680 	90	44	48.89 %
>lcl|NC_000913.3_cds_NP_415228.1_681 	207	104	50.24 %
>lcl|NC_000913.3_cds_NP_415229.1_682 	4194	2481	59.16 %
>lcl|NC_000913.3_cds_NP_415230.1_683 	327	102	31.19 %
>lcl|NC_000913.3_cds_NP_415232.1_684 	570	209	36.67 %
>lcl|NC_000913.3_cds_YP_009518758.1_685 	255	97	38.04 %
>lcl|NC_000913.3_cds_NP_415234.1_686 	762	302	39.63 %
>lcl|NC_000913.3_cds_NP_415235.1_687 	510	257	50.39 %
>lcl|NC_000913.3_cds_NP_415236.1_688 	1419	759	53.49 %
>lcl|NC_000913.3_cds_NP_415237.1_689 	1482	777	52.43 %
>lcl|NC_000913.3_cds_NP_415238.1_690 	744	398	53.49 %
>lcl|NC_000913.3_cds_NP_415239.1_691 	657	380	57.84 %
>lcl|NC_000913.3_cds_NP_415240.1_692 	933	518	55.52 %
>lcl|NC_000913.3_cds_NP_415241.1_693 	735	424	57.69 %
>lcl|NC_000913.3_cds_NP_415242.1_694 	792	415	52.40 %
>lcl|NC_000913.3_cds_NP_415243.4_695 	1047	588	56.16 %
>lcl|NC_000913.3_cds_NP_415244.4_696 	1062	477	44.92 %
>lcl|NC_000913.3_cds_NP_415245.1_697 	729	348	47.74 %
>lcl|NC_000913.3_cds_NP_415246.2_698 	2448	1223	49.96 %
>lcl|NC_000913.3_cds_NP_415247.1_699 	567	265	46.74 %
>lcl|NC_000913.3_cds_NP_415248.1_700 	1284	651	50.70 %
>lcl|NC_000913.3_cds_YP_010051177.1_701 	33	11	33.33 %
>lcl|NC_000913.3_cds_YP_009518759.1_702 	108	37	34.26 %
>lcl|NC_000913.3_cds_NP_415249.1_703 	390	192	49.23 %
>lcl|NC_000913.3_cds_NP_415250.1_704 	348	178	51.15 %
>lcl|NC_000913.3_cds_NP_415251.1_705 	1767	995	56.31 %
>lcl|NC_000913.3_cds_NP_415252.1_706 	717	370	51.60 %
>lcl|NC_000913.3_cds_NP_415254.1_707 	2802	1560	55.67 %
>lcl|NC_000913.3_cds_NP_415255.1_708 	1218	681	55.91 %
>lcl|NC_000913.3_cds_NP_415256.1_709 	1167	634	54.33 %
>lcl|NC_000913.3_cds_NP_415257.1_710 	870	468	53.79 %
>lcl|NC_000913.3_cds_NP_415258.1_711 	723	348	48.13 %
>lcl|NC_000913.3_cds_NP_415259.1_712 	1977	1079	54.58 %
>lcl|NC_000913.3_cds_NP_415260.1_713 	2634	1300	49.35 %
>lcl|NC_000913.3_cds_NP_415261.2_714 	1569	830	52.90 %
>lcl|NC_000913.3_cds_NP_415262.1_715 	1140	614	53.86 %
>lcl|NC_000913.3_cds_YP_588444.1_716 	114	59	51.75 %
>lcl|NC_000913.3_cds_NP_415263.1_717 	294	146	49.66 %
>lcl|NC_000913.3_cds_NP_415264.1_718 	405	201	49.63 %
>lcl|NC_000913.3_cds_NP_415265.1_719 	693	350	50.51 %
>lcl|NC_000913.3_cds_NP_415266.1_720 	429	222	51.75 %
>lcl|NC_000913.3_cds_NP_415267.1_721 	1266	662	52.29 %
>lcl|NC_000913.3_cds_NP_415268.1_722 	1293	687	53.13 %
>lcl|NC_000913.3_cds_NP_415269.1_723 	522	268	51.34 %
>lcl|NC_000913.3_cds_NP_415270.1_724 	792	392	49.49 %
>lcl|NC_000913.3_cds_NP_415271.1_725 	1044	524	50.19 %
>lcl|NC_000913.3_cds_NP_415272.1_726 	720	347	48.19 %
>lcl|NC_000913.3_cds_NP_415273.1_727 	942	500	53.08 %
>lcl|NC_000913.3_cds_NP_415274.1_728 	381	192	50.39 %
>lcl|NC_000913.3_cds_NP_415275.1_729 	1053	549	52.14 %
>lcl|NC_000913.3_cds_NP_415276.1_730 	753	384	51.00 %
>lcl|NC_000913.3_cds_NP_415277.1_731 	1041	579	55.62 %
>lcl|NC_000913.3_cds_NP_415278.1_732 	1149	608	52.92 %
>lcl|NC_000913.3_cds_NP_415279.1_733 	1047	584	55.78 %
>lcl|NC_000913.3_cds_NP_415280.3_734 	1017	553	54.38 %
>lcl|NC_000913.3_cds_NP_415281.1_735 	1473	776	52.68 %
>lcl|NC_000913.3_cds_NP_415282.1_736 	789	415	52.60 %
>lcl|NC_000913.3_cds_NP_415283.1_737 	150	62	41.33 %
>lcl|NC_000913.3_cds_NP_415284.1_738 	774	394	50.90 %
>lcl|NC_000913.3_cds_NP_415285.1_739 	690	373	54.06 %
>lcl|NC_000913.3_cds_NP_415286.1_740 	1059	567	53.54 %
>lcl|NC_000913.3_cds_NP_415287.1_741 	819	422	51.53 %
>lcl|NC_000913.3_cds_NP_415288.1_742 	996	549	55.12 %
>lcl|NC_000913.3_cds_NP_415289.4_743 	954	427	44.76 %
>lcl|NC_000913.3_cds_NP_415290.1_744 	1053	514	48.81 %
>lcl|NC_000913.3_cds_NP_415291.1_745 	1434	714	49.79 %
